Bevölkerung Population   VZ/RFP 2000;Gde;Kt Ct;PLZ  NPA ;Ortsbezeichnung                             Localité ;BFS-Nr.  No OFS;;Gemeinde                Commune  ;Region Région;Bezirk                                       District 
65;1;TI;6664;Vergeletto;5132;;Vergeletto;2;LOCARNO
887;1;TI;6653;Verscio;5133;;Verscio;2;LOCARNO
616;1;TI;6574;Vira;5134;;Vira (Gambarogno);1;LOCARNO
;;TI;6574;Fosano;5134;;Vira (Gambarogno);1;LOCARNO
304;1;TI;6632;Vogorno;5135;;Vogorno;2;LOCARNO
;;TI;6632;Berzona (Verzasca);5135;;Vogorno;2;LOCARNO
;;TI;6632;Pregossa;5135;;Vogorno;2;LOCARNO
;;TI;6632;San Bartolomeo;5135;;Vogorno;2;LOCARNO
3655;1;TI;6982;Agno;5141;;Agno;1;LUGANO
;;TI;6990;Cassina d'Agno;5141;;Agno;1;LUGANO
;;TI;6982;Serocca;5141;;Agno;1;LUGANO
1199;1;TI;6939;Alto Malcantone;5237;;Alto Malcantone;1;LUGANO
;;TI;6939;Arosio;5237;;Alto Malcantone;1;LUGANO
;;TI;6937;Breno;5237;;Alto Malcantone;1;LUGANO
;;TI;6938;Fescoggia;5237;;Alto Malcantone;1;LUGANO
;;TI;6939;Mugena;5237;;Alto Malcantone;1;LUGANO
;;TI;6938;Vezio;5237;;Alto Malcantone;1;LUGANO
267;1;TI;6994;Aranno;5143;;Aranno;1;LUGANO
969;1;TI;6822;Arogno;5144;;Arogno;1;LUGANO
;;TI;6823;Pugerna;5144;;Arogno;1;LUGANO
290;1;TI;6999;Astano;5146;;Astano;1;LUGANO
1559;1;TI;6917;Barbengo;5147;;Barbengo;1;LUGANO
;;TI;6917;Barbengo Paese;5147;;Barbengo;1;LUGANO
;;TI;6917;Cadepiano;5147;;Barbengo;1;LUGANO
;;TI;6918;Càsoro;5147;;Barbengo;1;LUGANO
;;TI;6918;Figino;5147;;Barbengo;1;LUGANO
1196;1;TI;6930;Bedano;5148;;Bedano;1;LUGANO
540;1;TI;6981;Bedigliora;5149;;Bedigliora;1;LUGANO
;;TI;6981;Banco;5149;;Bedigliora;1;LUGANO
296;1;TI;6958;Bidogno;5150;;Bidogno;1;LUGANO
2061;1;TI;6934;Bioggio;5151;;Bioggio;1;LUGANO
;;TI;6935;Bosco Luganese;5151;;Bioggio;1;LUGANO
;;TI;6992;Cimo;5151;;Bioggio;1;LUGANO
;;TI;6934;Gaggio;5151;;Bioggio;1;LUGANO
512;1;TI;6804;Bironico;5153;;Bironico;1;LUGANO
711;1;TI;6816;Bissone;5154;;Bissone;1;LUGANO
93;1;TI;6951;Bogno;5155;;Bogno;1;LUGANO
454;1;TI;6827;Brusino Arsizio;5160;;Brusino Arsizio;1;LUGANO
;;TI;6867;Serpiano;5160;;Brusino Arsizio;1;LUGANO
596;1;TI;6936;Cademario;5161;;Cademario;1;LUGANO
;;TI;6936;Lisone;5161;;Cademario;1;LUGANO
1317;1;TI;6814;Cadempino;5162;;Cadempino;1;LUGANO
1797;1;TI;6965;Cadro;5163;;Cadro;1;LUGANO
596;1;TI;6803;Camignolo;5165;;Camignolo;1;LUGANO
;;TI;6951;Gola di Lago *;5165;;Camignolo;1;LUGANO
1825;1;TI;6952;Canobbio;5167;;Canobbio;1;LUGANO
4259;1;TI;6950;Capriasca;5226;;Capriasca;1;LUGANO
;;TI;6954;Bigorio;5226;;Capriasca;1;LUGANO
;;TI;6955;Cagiallo;5226;;Capriasca;1;LUGANO
;;TI;6950;Campestro;5226;;Capriasca;1;LUGANO
;;TI;6954;Condra;5226;;Capriasca;1;LUGANO
;;TI;6951;Gola di Lago *;5226;;Capriasca;1;LUGANO
;;TI;6951;Lelgio;5226;;Capriasca;1;LUGANO
;;TI;6956;Lopagno;5226;;Capriasca;1;LUGANO
;;TI;6951;Odogno;5226;;Capriasca;1;LUGANO
;;TI;6955;Oggio;5226;;Capriasca;1;LUGANO
;;TI;6957;Roveredo;5226;;Capriasca;1;LUGANO
;;TI;6954;Sala Capriasca;5226;;Capriasca;1;LUGANO
;;TI;6950;Tesserete;5226;;Capriasca;1;LUGANO
;;TI;6957;Treggia;5226;;Capriasca;1;LUGANO
;;TI;6947;Vaglio;5226;;Capriasca;1;LUGANO
512;1;TI;6913;Carabbia;5168;;Carabbia;1;LUGANO
100;1;TI;6919;Carabietta;5169;;Carabietta;1;LUGANO
681;1;TI;6914;Carona;5170;;Carona;1;LUGANO
;;TI;6914;Ciona;5170;;Carona;1;LUGANO
;;TI;6903;Monte San Salvatore;5170;;Carona;1;LUGANO
;;TI;6903;San Salvatore;5170;;Carona;1;LUGANO
3495;1;TI;6987;Caslano;5171;;Caslano;1;LUGANO
;;TI;6987;Magliasina;5171;;Caslano;1;LUGANO
;;TI;6987;Torrazza;5171;;Caslano;1;LUGANO
65;1;TI;6959;Certara;5173;;Certara;1;LUGANO
100;1;TI;6959;Cimadera;5174;;Cimadera;1;LUGANO
3821;1;TI;6926;Collina d'Oro;5236;;Collina d'Oro;1;LUGANO
;;TI;6927;Agra;5236;;Collina d'Oro;1;LUGANO
;;TI;6926;Arasio;5236;;Collina d'Oro;1;LUGANO
;;TI;6927;Bigogno;5236;;Collina d'Oro;1;LUGANO
;;TI;6926;Certenago;5236;;Collina d'Oro;1;LUGANO
;;TI;6925;Gentilino;5236;;Collina d'Oro;1;LUGANO
;;TI;6926;Montagnola;5236;;Collina d'Oro;1;LUGANO
;;TI;6926;Scairolo;5236;;Collina d'Oro;1;LUGANO
;;TI;6925;Viglio;5236;;Collina d'Oro;1;LUGANO
1594;1;TI;6949;Comano;5176;;Comano;1;LUGANO
138;1;TI;6958;Corticiasca;5177;;Corticiasca;1;LUGANO
;;TI;6958;Albumo;5177;;Corticiasca;1;LUGANO
865;1;TI;6980;Croglio;5178;;Croglio;1;LUGANO
;;TI;6989;Bàrico;5178;;Croglio;1;LUGANO
;;TI;6981;Beride;5178;;Croglio;1;LUGANO
;;TI;6981;Biogno-Beride;5178;;Croglio;1;LUGANO
;;TI;6980;Castelrotto;5178;;Croglio;1;LUGANO
;;TI;6995;Madonna del Piano;5178;;Croglio;1;LUGANO
;;TI;6989;Purasca;5178;;Croglio;1;LUGANO
1219;1;TI;6944;Cureglia;5180;;Cureglia;1;LUGANO
521;1;TI;6986;Curio;5181;;Curio;1;LUGANO
;;TI;6981;Bombinasco;5181;;Curio;1;LUGANO
366;1;TI;6916;Grancia;5186;;Grancia;1;LUGANO
1022;1;TI;6929;Gravesano;5187;;Gravesano;1;LUGANO
;;TI;6929;Grumo di Gravesano;5187;;Gravesano;1;LUGANO
69;1;TI;6993;Iseo;5188;;Iseo;1;LUGANO
1564;1;TI;6814;Lamone;5189;;Lamone;1;LUGANO
;;TI;6814;Ostarietta;5189;;Lamone;1;LUGANO
697;1;TI;6953;Lugaggia;5191;;Lugaggia;1;LUGANO
;;TI;6951;Gola di Lago *;5191;;Lugaggia;1;LUGANO
;;TI;6951;Luera;5191;;Lugaggia;1;LUGANO
;;TI;6953;Sureggio;5191;;Lugaggia;1;LUGANO
48319;1;TI;6900;Lugano;5192;;Lugano;1;LUGANO
;;TI;6962;Albonago;5192;;Lugano;1;LUGANO
;;TI;6974;Aldesago;5192;;Lugano;1;LUGANO
;;TI;6932;Biogno;5192;;Lugano;1;LUGANO
;;TI;6963;Bozzoreda;5192;;Lugano;1;LUGANO
;;TI;6979;Brè sopra Lugano;5192;;Lugano;1;LUGANO
;;TI;6932;Breganzona;5192;;Lugano;1;LUGANO
;;TI;6823;Caprino;5192;;Lugano;1;LUGANO
;;TI;6900;Cassarate;5192;;Lugano;1;LUGANO
;;TI;6976;Castagnola;5192;;Lugano;1;LUGANO
;;TI;6823;Cavallino;5192;;Lugano;1;LUGANO
;;TI;6963;Cureggia;5192;;Lugano;1;LUGANO
;;TI;6964;Davesco;5192;;Lugano;1;LUGANO
;;TI;6964;Davesco-Soragno;5192;;Lugano;1;LUGANO
;;TI;6978;Gandria;5192;;Lugano;1;LUGANO
;;TI;6962;La Santa;5192;;Lugano;1;LUGANO
;;TI;6963;Ligaino;5192;;Lugano;1;LUGANO
;;TI;6932;Lucino;5192;;Lugano;1;LUGANO
;;TI;6901;Lugano;5192;;Lugano;1;LUGANO
;;TI;6902;Lugano;5192;;Lugano;1;LUGANO
;;TI;6903;Lugano;5192;;Lugano;1;LUGANO
;;TI;6904;Lugano;5192;;Lugano;1;LUGANO
;;TI;6905;Lugano;5192;;Lugano;1;LUGANO
;;TI;6906;Lugano;5192;;Lugano;1;LUGANO
;;TI;6907;Lugano;5192;;Lugano;1;LUGANO
;;TI;6910;Lugano;5192;;Lugano;1;LUGANO
;;TI;6951;Lugano;5192;;Lugano;1;LUGANO
;;TI;6981;Lugano;5192;;Lugano;1;LUGANO
;;TI;6900;Molino Nuovo;5192;;Lugano;1;LUGANO
;;TI;6903;Monte Brè;5192;;Lugano;1;LUGANO
;;TI;6915;Noranco;5192;;Lugano;1;LUGANO
;;TI;6963;Orlino;5192;;Lugano;1;LUGANO
;;TI;6915;Pambio;5192;;Lugano;1;LUGANO
;;TI;6915;Pambio-Noranco;5192;;Lugano;1;LUGANO
;;TI;6912;Pazzallo;5192;;Lugano;1;LUGANO
;;TI;6963;Pregassona;5192;;Lugano;1;LUGANO
;;TI;6977;Ruvigliana;5192;;Lugano;1;LUGANO
;;TI;6964;Soragno;5192;;Lugano;1;LUGANO
;;TI;6977;Suvigliana;5192;;Lugano;1;LUGANO
;;TI;6962;Viganello;5192;;Lugano;1;LUGANO
1359;1;TI;6983;Magliaso;5193;;Magliaso;1;LUGANO
;;TI;6983;Magliasina;5193;;Magliaso;1;LUGANO
1045;1;TI;6928;Manno;5194;;Manno;1;LUGANO
;;TI;6928;Boschetti;5194;;Manno;1;LUGANO
562;1;TI;6817;Maroggia;5195;;Maroggia;1;LUGANO
5558;1;TI;6900;Massagno;5196;;Massagno;1;LUGANO
;;TI;6908;Massagno;5196;;Massagno;1;LUGANO
1102;1;TI;6818;Melano;5197;;Melano;1;LUGANO
1501;1;TI;6815;Melide;5198;;Melide;1;LUGANO
938;1;TI;6805;Mezzovico-Vira;5199;;Mezzovico-Vira;1;LUGANO
;;TI;6805;Vira;5199;;Mezzovico-Vira;1;LUGANO
215;1;TI;6986;Miglieglia;5200;;Miglieglia;1;LUGANO
784;1;TI;6998;Monteggio;5202;;Monteggio;1;LUGANO
;;TI;6998;Castello Monteggio;5202;;Monteggio;1;LUGANO
;;TI;6996;Fornasette;5202;;Monteggio;1;LUGANO
;;TI;6995;Molinazzo di Monteggio;5202;;Monteggio;1;LUGANO
;;TI;6996;Ponte Cremenaga;5202;;Monteggio;1;LUGANO
;;TI;6996;Roncaccio;5202;;Monteggio;1;LUGANO
;;TI;6998;Termine;5202;;Monteggio;1;LUGANO
754;1;TI;6922;Morcote;5203;;Morcote;1;LUGANO
;;TI;6922;Arbostora;5203;;Morcote;1;LUGANO
736;1;TI;6933;Muzzano;5205;;Muzzano;1;LUGANO
;;TI;6933;Agnuzzo;5205;;Muzzano;1;LUGANO
;;TI;6925;Cappella Agnuzzo;5205;;Muzzano;1;LUGANO
352;1;TI;6991;Neggio;5206;;Neggio;1;LUGANO
716;1;TI;6986;Novaggio;5207;;Novaggio;1;LUGANO
1158;1;TI;6945;Origlio;5208;;Origlio;1;LUGANO
;;TI;6945;Carnago;5208;;Origlio;1;LUGANO
3694;1;TI;6902;Paradiso;5210;;Paradiso;1;LUGANO
;;TI;6900;Calprino;5210;;Paradiso;1;LUGANO
1478;1;TI;6946;Ponte Capriasca;5212;;Ponte Capriasca;1;LUGANO
769;1;TI;6988;Ponte Tresa;5213;;Ponte Tresa;1;LUGANO
1348;1;TI;6948;Porza;5214;;Porza;1;LUGANO
;;TI;6948;Ressiga;5214;;Porza;1;LUGANO
1040;1;TI;6984;Pura;5216;;Pura;1;LUGANO
1415;1;TI;6802;Rivera;5217;;Rivera;1;LUGANO
;;TI;6802;Briccola;5217;;Rivera;1;LUGANO
;;TI;6802;Capidogno;5217;;Rivera;1;LUGANO
;;TI;6802;Caslaccio;5217;;Rivera;1;LUGANO
;;TI;6802;Monte Ceneri;5217;;Rivera;1;LUGANO
;;TI;6802;Sorencino;5217;;Rivera;1;LUGANO
;;TI;6802;Soresina;5217;;Rivera;1;LUGANO
673;1;TI;6821;Rovio;5219;;Rovio;1;LUGANO
;;TI;6825;Monte Generoso Vetta;5219;;Rovio;1;LUGANO
2061;1;TI;6942;Savosa;5221;;Savosa;1;LUGANO
;;TI;6942;Crocifisso;5221;;Savosa;1;LUGANO
604;1;TI;6997;Sessa;5222;;Sessa;1;LUGANO
;;TI;6997;Beredino;5222;;Sessa;1;LUGANO
;;TI;6997;Suino;5222;;Sessa;1;LUGANO
390;1;TI;6806;Sigirino;5223;;Sigirino;1;LUGANO
1600;1;TI;6968;Sonvico;5224;;Sonvico;1;LUGANO
;;TI;6967;Dino;5224;;Sonvico;1;LUGANO
1557;1;TI;6924;Sorengo;5225;;Sorengo;1;LUGANO
;;TI;6924;Cortivallo;5225;;Sorengo;1;LUGANO
2704;1;TI;6808;Torricella-Taverne;5227;;Torricella-Taverne;1;LUGANO
;;TI;6807;Taverne;5227;;Torricella-Taverne;1;LUGANO
;;TI;6808;Torricella;5227;;Torricella-Taverne;1;LUGANO
558;1;TI;6951;Valcolla;5229;;Valcolla;1;LUGANO
;;TI;6951;Colla;5229;;Valcolla;1;LUGANO
;;TI;6951;Cozzo;5229;;Valcolla;1;LUGANO
;;TI;6959;Curtina;5229;;Valcolla;1;LUGANO
;;TI;6951;Insone;5229;;Valcolla;1;LUGANO
;;TI;6959;Maglio di Colla;5229;;Valcolla;1;LUGANO
;;TI;6959;Piandera Paese;5229;;Valcolla;1;LUGANO
;;TI;6951;Scareglia;5229;;Valcolla;1;LUGANO
;;TI;6951;Signòra;5229;;Valcolla;1;LUGANO
363;1;TI;6992;Vernate;5230;;Vernate;1;LUGANO
1575;1;TI;6943;Vezia;5231;;Vezia;1;LUGANO
250;1;TI;6921;Vico Morcote;5233;;Vico Morcote;1;LUGANO
;;TI;6922;Olivella;5233;;Vico Morcote;1;LUGANO
467;1;TI;6966;Villa Luganese;5235;;Villa Luganese;1;LUGANO
1010;1;TI;6864;Arzo;5241;;Arzo;1;MENDRISIO
3415;1;TI;6828;Balerna;5242;;Balerna;1;MENDRISIO
;;TI;6828;Bisio;5242;;Balerna;1;MENDRISIO
;;TI;6828;Mezzana *;5242;;Balerna;1;MENDRISIO
;;TI;6828;Sant'Antonino-Dosso;5242;;Balerna;1;MENDRISIO
501;1;TI;6863;Besazio;5243;;Besazio;1;MENDRISIO
183;1;TI;6837;Bruzella;5244;;Bruzella;1;MENDRISIO
173;1;TI;6838;Cabbio;5245;;Cabbio;1;MENDRISIO
313;1;TI;6837;Caneggio;5246;;Caneggio;1;MENDRISIO
758;1;TI;6825;Capolago;5247;;Capolago;1;MENDRISIO
1911;1;TI;6874;Castel San Pietro;5249;;Castel San Pietro;1;MENDRISIO
;;TI;6875;Campora;5249;;Castel San Pietro;1;MENDRISIO
;;TI;6875;Casima;5249;;Castel San Pietro;1;MENDRISIO
;;TI;6873;Corteglia;5249;;Castel San Pietro;1;MENDRISIO
;;TI;6874;Gorla;5249;;Castel San Pietro;1;MENDRISIO
;;TI;6875;Monte;5249;;Castel San Pietro;1;MENDRISIO
;;TI;6873;Monte Generoso Dosso Bello;5249;;Castel San Pietro;1;MENDRISIO
;;TI;6874;Obino;5249;;Castel San Pietro;1;MENDRISIO
7720;1;TI;6830;Chiasso;5250;;Chiasso;1;MENDRISIO
;;TI;6830;Boffalora;5250;;Chiasso;1;MENDRISIO
;;TI;6830;Chiasso 1 - 3;5250;;Chiasso;1;MENDRISIO
;;TI;6832;Pedrinate;5250;;Chiasso;1;MENDRISIO
;;TI;6832;Seseglio;5250;;Chiasso;1;MENDRISIO
2538;1;TI;6877;Coldrerio;5251;;Coldrerio;1;MENDRISIO
;;TI;6877;Madonna;5251;;Coldrerio;1;MENDRISIO
;;TI;6828;Mezzana *;5251;;Coldrerio;1;MENDRISIO
;;TI;6877;Villa Coldrerio;5251;;Coldrerio;1;MENDRISIO
827;1;TI;6852;Genestrerio;5252;;Genestrerio;1;MENDRISIO
;;TI;6852;Colombera;5252;;Genestrerio;1;MENDRISIO
;;TI;6852;Prella;5252;;Genestrerio;1;MENDRISIO
1408;1;TI;6853;Ligornetto;5253;;Ligornetto;1;MENDRISIO
6633;1;TI;6850;Mendrisio;5254;;Mendrisio;1;MENDRISIO
;;TI;6850;Mendrisio Borgo;5254;;Mendrisio;1;MENDRISIO
;;TI;6872;Mte. Generoso Bellva Vista;5254;;Mendrisio;1;MENDRISIO
;;TI;6872;Salorino;5254;;Mendrisio;1;MENDRISIO
;;TI;6872;Somazzo;5254;;Mendrisio;1;MENDRISIO
293;1;TI;6866;Meride;5255;;Meride;1;MENDRISIO
4105;1;TI;6834;Morbio Inferiore;5257;;Morbio Inferiore;1;MENDRISIO
;;TI;6834;Balbio;5257;;Morbio Inferiore;1;MENDRISIO
;;TI;6834;Fontanella;5257;;Morbio Inferiore;1;MENDRISIO
;;TI;6836;Serfontana;5257;;Morbio Inferiore;1;MENDRISIO
700;1;TI;6835;Morbio Superiore;5258;;Morbio Superiore;1;MENDRISIO
206;1;TI;6838;Muggio;5259;;Muggio;1;MENDRISIO
;;TI;6838;Roncapiano;5259;;Muggio;1;MENDRISIO
;;TI;6838;Scudellate;5259;;Muggio;1;MENDRISIO
2369;1;TI;6883;Novazzano;5260;;Novazzano;1;MENDRISIO
;;TI;6852;Boscherina;5260;;Novazzano;1;MENDRISIO
;;TI;6883;Brusata;5260;;Novazzano;1;MENDRISIO
;;TI;6883;Campora;5260;;Novazzano;1;MENDRISIO
;;TI;6883;Casate;5260;;Novazzano;1;MENDRISIO
1353;1;TI;6862;Rancate;5262;;Rancate;1;MENDRISIO
2292;1;TI;6826;Riva San Vitale;5263;;Riva San Vitale;1;MENDRISIO
;;TI;6827;Poiana;5263;;Riva San Vitale;1;MENDRISIO
238;1;TI;6839;Sagno;5264;;Sagno;1;MENDRISIO
3627;1;TI;6855;Stabio;5266;;Stabio;1;MENDRISIO
;;TI;6855;Gaggiolo (Dogana);5266;;Stabio;1;MENDRISIO
;;TI;6854;San Pietro;5266;;Stabio;1;MENDRISIO
393;1;TI;6865;Tremona;5267;;Tremona;1;MENDRISIO
2758;1;TI;6833;Vacallo;5268;;Vacallo;1;MENDRISIO
;;TI;6833;Pizzamiglio;5268;;Vacallo;1;MENDRISIO
;;TI;6833;Roggiana;5268;;Vacallo;1;MENDRISIO
;;TI;6833;San Simone;5268;;Vacallo;1;MENDRISIO
5795;1;TI;6710;Biasca;5281;;Biasca;2;RIVIERA
;;TI;6713;Fontana;5281;;Biasca;2;RIVIERA
;;TI;6713;Pontirone;5281;;Biasca;2;RIVIERA
2159;1;TI;6702;Claro;5282;;Claro;2;RIVIERA
;;TI;6702;Brogo;5282;;Claro;2;RIVIERA
;;TI;6702;Cassero;5282;;Claro;2;RIVIERA
;;TI;6702;Duno;5282;;Claro;2;RIVIERA
;;TI;6702;Matro;5282;;Claro;2;RIVIERA
;;TI;6702;Monti di Maruso;5282;;Claro;2;RIVIERA
;;TI;6702;Scubiaco;5282;;Claro;2;RIVIERA
;;TI;6702;Torrazza;5282;;Claro;2;RIVIERA
587;1;TI;6705;Cresciano;5283;;Cresciano;2;RIVIERA
;;TI;6703;Osogna-Cresciano Stazione;5283;;Cresciano;2;RIVIERA
491;1;TI;6707;Iragna;5284;;Iragna;2;RIVIERA
1461;1;TI;6527;Lodrino;5285;;Lodrino;2;RIVIERA
;;TI;6526;Prosito;5285;;Lodrino;2;RIVIERA
941;1;TI;6703;Osogna;5286;;Osogna;2;RIVIERA
493;1;TI;6670;Avegno;5302;;Avegno;2;VALLEMAGGIA
;;TI;6670;Avegno di fuori;5302;;Avegno;2;VALLEMAGGIA
;;TI;6670;Terra di dentro;5302;;Avegno;2;VALLEMAGGIA
306;1;TI;6676;Bignasco;5303;;Bignasco;2;VALLEMAGGIA
;;TI;6690;Robiei;5303;;Bignasco;2;VALLEMAGGIA
;;TI;6690;San Carlo (Bavona);5303;;Bignasco;2;VALLEMAGGIA
71;1;TI;6685;Bosco/Gurin;5304;;Bosco/Gurin;2;VALLEMAGGIA
;;TI;6685;Gurin;5304;;Bosco/Gurin;2;VALLEMAGGIA
58;1;TI;6684;Campo;5307;;Campo (Vallemaggia);2;VALLEMAGGIA
;;TI;6684;Cimalmotto;5307;;Campo (Vallemaggia);2;VALLEMAGGIA
;;TI;6683;Niva (Vallemaggia);5307;;Campo (Vallemaggia);2;VALLEMAGGIA
;;TI;6684;Piano di Campo;5307;;Campo (Vallemaggia);2;VALLEMAGGIA
468;1;TI;6690;Cavergno;5308;;Cavergno;2;VALLEMAGGIA
;;TI;6690;Fontana;5308;;Cavergno;2;VALLEMAGGIA
;;TI;6690;Fontanelata;5308;;Cavergno;2;VALLEMAGGIA
;;TI;6690;Foroglio;5308;;Cavergno;2;VALLEMAGGIA
;;TI;6690;Mondada;5308;;Cavergno;2;VALLEMAGGIA
;;TI;6690;Ritorto;5308;;Cavergno;2;VALLEMAGGIA
;;TI;6690;Roseto;5308;;Cavergno;2;VALLEMAGGIA
;;TI;6690;Sabbione;5308;;Cavergno;2;VALLEMAGGIA
;;TI;6690;Sonlerto;5308;;Cavergno;2;VALLEMAGGIA
58;1;TI;6683;Cerentino;5309;;Cerentino;2;VALLEMAGGIA
;;TI;6683;Collinasca;5309;;Cerentino;2;VALLEMAGGIA
;;TI;6693;Corino;5309;;Cerentino;2;VALLEMAGGIA
497;1;TI;6675;Cevio;5310;;Cevio;2;VALLEMAGGIA
;;TI;6675;Boschetto;5310;;Cevio;2;VALLEMAGGIA
;;TI;6675;Rovana;5310;;Cevio;2;VALLEMAGGIA
;;TI;6675;Visletto;5310;;Cevio;2;VALLEMAGGIA
798;1;TI;6672;Gordevio;5314;;Gordevio;2;VALLEMAGGIA
531;1;TI;6693;Lavizzara;5323;;Lavizzara;2;VALLEMAGGIA
;;TI;6693;Broglio;5323;;Lavizzara;2;VALLEMAGGIA
;;TI;6692;Brontallo;5323;;Lavizzara;2;VALLEMAGGIA
;;TI;6696;Fusio;5323;;Lavizzara;2;VALLEMAGGIA
;;TI;6692;Menzonio;5323;;Lavizzara;2;VALLEMAGGIA
;;TI;6695;Mogno;5323;;Lavizzara;2;VALLEMAGGIA
;;TI;6693;Monti di Rima;5323;;Lavizzara;2;VALLEMAGGIA
;;TI;6695;Peccia;5323;;Lavizzara;2;VALLEMAGGIA
;;TI;6695;Piano di Peccia;5323;;Lavizzara;2;VALLEMAGGIA
;;TI;6694;Prato (Vallemaggia);5323;;Lavizzara;2;VALLEMAGGIA
;;TI;6694;Prato-Sornico;5323;;Lavizzara;2;VALLEMAGGIA
;;TI;6695;San Carlo (Peccia);5323;;Lavizzara;2;VALLEMAGGIA
;;TI;6694;Sornico;5323;;Lavizzara;2;VALLEMAGGIA
32;1;TI;6682;Linescio;5315;;Linescio;2;VALLEMAGGIA
2281;1;TI;6673;Maggia;5317;;Maggia;2;VALLEMAGGIA
;;TI;6677;Aurigeno;5317;;Maggia;2;VALLEMAGGIA
;;TI;6678;Coglio;5317;;Maggia;2;VALLEMAGGIA
;;TI;6677;Dunzio;5317;;Maggia;2;VALLEMAGGIA
;;TI;6678;Giumaglio;5317;;Maggia;2;VALLEMAGGIA
;;TI;6678;Lodano;5317;;Maggia;2;VALLEMAGGIA
;;TI;6677;Moghegno;5317;;Maggia;2;VALLEMAGGIA
;;TI;6674;Riveo;5317;;Maggia;2;VALLEMAGGIA
;;TI;6677;Ronchini;5317;;Maggia;2;VALLEMAGGIA
;;TI;6674;Someo;5317;;Maggia;2;VALLEMAGGIA
;;TI;6677;Terra di fuori;5317;;Maggia;2;VALLEMAGGIA
;;UR;;;;;;0;
7955;1;VD;1860;Aigle;5401;;Aigle;3;AIGLE
;;VD;1860;Fontanney;5401;;Aigle;3;AIGLE
5973;1;VD;1880;Bex;5402;;Bex;3;AIGLE
;;VD;1882;Anzeinda;5402;;Bex;3;AIGLE
;;VD;1880;Chêne-sur-Bex;5402;;Bex;3;AIGLE
;;VD;1880;Chiètres-sur-Bex;5402;;Bex;3;AIGLE
;;VD;1880;Fenalet-sur-Bex;5402;;Bex;3;AIGLE
;;VD;1880;Frenières-sur-Bex;5402;;Bex;3;AIGLE
;;VD;1880;L'Allex;5402;;Bex;3;AIGLE
;;VD;1880;Le Bévieux;5402;;Bex;3;AIGLE
;;VD;1880;Le Châtel;5402;;Bex;3;AIGLE
;;VD;1880;Les Dévens;5402;;Bex;3;AIGLE
;;VD;1880;Les Plans-sur-Bex;5402;;Bex;3;AIGLE
;;VD;1882;Les Posses-sur-Bex;5402;;Bex;3;AIGLE
;;VD;1882;Solalex;5402;;Bex;3;AIGLE
314;1;VD;1846;Chessel;5403;;Chessel;3;AIGLE
347;1;VD;1856;Corbeyrier;5404;;Corbeyrier;3;AIGLE
993;1;VD;1882;Gryon;5405;;Gryon;3;AIGLE
;;VD;1882;La Barboleuse (Barboleusaz);5405;;Gryon;3;AIGLE
;;VD;1882;Les Pars;5405;;Gryon;3;AIGLE
781;1;VD;1892;Lavey-Morcles;5406;;Lavey-Morcles;3;AIGLE
;;VD;1892;Lavey-les-Bains;5406;;Lavey-Morcles;3;AIGLE
;;VD;1892;Lavey-Village;5406;;Lavey-Morcles;3;AIGLE
;;VD;1892;Morcles;5406;;Lavey-Morcles;3;AIGLE
2998;1;VD;1854;Leysin;5407;;Leysin;3;AIGLE
;;VD;1854;Veiges;5407;;Leysin;3;AIGLE
647;1;VD;1845;Noville;5408;;Noville;3;AIGLE
;;VD;1845;Crebelley;5408;;Noville;3;AIGLE
6257;1;VD;1867;Ollon;5409;;Ollon;3;AIGLE
;;VD;1867;Antagnes;5409;;Ollon;3;AIGLE
;;VD;1884;Arveyes;5409;;Ollon;3;AIGLE
;;VD;1867;Auliens;5409;;Ollon;3;AIGLE
;;VD;1884;Bretaye;5409;;Ollon;3;AIGLE
;;VD;1885;Chesières;5409;;Ollon;3;AIGLE
;;VD;1866;Exergillod;5409;;Ollon;3;AIGLE
;;VD;1867;Glutières;5409;;Ollon;3;AIGLE
;;VD;1884;Huémoz;5409;;Ollon;3;AIGLE
;;VD;1867;Panex;5409;;Ollon;3;AIGLE
;;VD;1867;Plambuit;5409;;Ollon;3;AIGLE
;;VD;1867;Salaz;5409;;Ollon;3;AIGLE
;;VD;1867;St-Triphon;5409;;Ollon;3;AIGLE
;;VD;1884;Villars-sur-Ollon;5409;;Ollon;3;AIGLE
;;VD;1867;Villy;5409;;Ollon;3;AIGLE
1075;1;VD;1862;Ormont-Dessous;5410;;Ormont-Dessous;3;AIGLE
;;VD;1863;Cergnat;5410;;Ormont-Dessous;3;AIGLE
;;VD;1862;La Comballaz;5410;;Ormont-Dessous;3;AIGLE
;;VD;1866;La Forclaz;5410;;Ormont-Dessous;3;AIGLE
;;VD;1863;Le Sépey;5410;;Ormont-Dessous;3;AIGLE
;;VD;1862;Les Mosses;5410;;Ormont-Dessous;3;AIGLE
;;VD;1863;Les Planches;5410;;Ormont-Dessous;3;AIGLE
;;VD;1862;Les Voëttes;5410;;Ormont-Dessous;3;AIGLE
1307;1;VD;1865;Ormont-Dessus;5411;;Ormont-Dessus;3;AIGLE
;;VD;1865;Col-du-Pillon;5411;;Ormont-Dessus;3;AIGLE
;;VD;1864;Le Rosex;5411;;Ormont-Dessus;3;AIGLE
;;VD;1864;Les Aviolats;5411;;Ormont-Dessus;3;AIGLE
;;VD;1865;Les Bovets;5411;;Ormont-Dessus;3;AIGLE
